first_name,last_name,company_name,email,phone,website,address,city,rating,reviews,business_type,mv_quality,mv_result,place_id,shared_email_count,source,tags
Roegels,Barbecue Co,Roegels Barbecue Co,thepigonvoss@yahoo.com,(713) 977-8725,https://vossroad.roegelsbarbecue.com/,"2223 S Voss Rd, Houston, TX 77057",Houston,4.5,1387,Barbecue restaurant,risky,unknown,ChIJweOXb5XDQIYRk5rU3Ry1W10,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
The,Spice Garden,The Spice Garden,contact@thespicegardenonline.com,(512) 382-0560,https://www.thespicegardenonline.com/,"3107 S I-35 Frontage Rd #760, Round Rock, TX 78664",Round Rock,4.7,1384,Pan-Asian restaurant,risky,catch_all,ChIJl5R_vj3PRIYRzKhqyZt-hsg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
BOA,Steakhouse,BOA Steakhouse,info@boasteak.com,(512) 651-0700,https://boasteak.com/,"300 W 6th St #100, Austin, TX 78701",Austin,4.8,1371,Restaurant,risky,catch_all,ChIJG8VwUiO1RIYRHpMt95QAc8E,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Kroger,,Kroger,info@kroger.com,(832) 708-2286,https://www.kroger.com/stores/grocery/tx/houston/studemont/034/00017?cid=loc_03400017_gmb,"1440 Studemont St, Houston, TX 77007",Houston,4,1363,Grocery store,risky,catch_all,ChIJTQZJQKu4QIYRZfvexM2zaBI,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Mavis,Tires & Brakes,Mavis Tires & Brakes,info@mavis.com,(903) 741-7021,https://www.mavis.com/locations/texarkana-tx?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=1222,"3520 Summerhill Rd, Texarkana, TX 75503",Texarkana,4.8,1359,Tire shop,risky,catch_all,ChIJ6xk9EAZqNIYRDs0M6WcURbM,7,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
BEAR,CREEK ROLLER RINK,BEAR CREEK ROLLER RINK,info@bearcreekskate.com,(281) 463-6020,http://bearcreekskate.com/,"5210 Hwy 6 N, Houston, TX 77084",Houston,4.3,1347,Roller skating rink,risky,catch_all,ChIJbx9EkqrQQIYRm91aWpNblr0,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Enviro-Master,of San Antonio,Enviro-Master of San Antonio,dev@3ve.com,(210) 864-1301,https://enviro-master.com/commercial-cleaning-locations/san-antonio-texas/?utm_source=gbp&utm_medium=organic,"5405 Bandera Rd #128, San Antonio, TX 78238",San Antonio,5,1346,Janitorial service,risky,catch_all,ChIJD1ACi7hdXIYRe3k8Sz31SQY,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Staff,Force Personnel Services - Houston/Northwest,Staff Force Personnel Services - Houston/Northwest,info@staff-force.com,(713) 690-9696,http://www.staff-force.com/,"13240 Hempstead Rd #224, Houston, TX 77040",Houston,4.8,1346,Employment agency,risky,catch_all,ChIJcRBdN5nFQIYREYRJDlk1vdA,7,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Austin,Roofing Company & Water Damage | WDR,Austin Roofing Company & Water Damage | WDR,bradfarr@rocketmail.com,(512) 842-4778,https://austinroofingandwaterdamage.com/?utm_campaign=gmb,"9711 Beck Cir, Austin, TX 78758",Austin,5,1343,Roofing contractor,risky,unknown,ChIJSb-Yw-7LRIYRX7254_umX3M,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Bludorn,,Bludorn,info@bludornrestaurant.com,(713) 999-0146,http://www.bludornrestaurant.com/,"807 Taft St, Houston, TX 77019",Houston,4.6,1339,New American restaurant,risky,unknown,ChIJQcMJHSO_QIYRIYWZEuijldg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
El,Cometa,El Cometa,info@elcometa.shop,(915) 615-4896,https://elcometa.shop/,"11680 Pebble Hills Blvd STE 202, El Paso, TX 79936",El Paso,4.1,1339,Mexican restaurant,risky,unknown,ChIJWd9skoNF54YRHuL1c94KUuE,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
The,Treehouse Cafe,The Treehouse Cafe,info@treehousecafemagnolia.com,(281) 259-7800,https://www.treehousecafemagnolia.com/,"12202 FM 1488, Magnolia, TX 77354",Magnolia,4.5,1336,American restaurant,risky,catch_all,ChIJS7brrycmR4YRNXkx3R85Srs,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Seabrook,Waffle Company,Seabrook Waffle Company,seabrookwafflecompany@yahoo.com,(281) 291-8186,https://www.seabrookwafflecompany.com/,"1402 5th St, Seabrook, TX 77586",Seabrook,4.6,1334,Restaurant,risky,unknown,ChIJO27lvlZiP4YRk90WzOZxWEk,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Planet,Fitness,Planet Fitness,info@planetfitness.com,(281) 394-9670,https://www.planetfitness.com/gyms/katy-tx?utm_medium=organic&utm_source=extnet,"24547 Katy Fwy, Katy, TX 77494",Katy,4.2,1331,Gym,risky,catch_all,ChIJ_QbHBxTEQIYRsx9moo0gE2E,11,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Poolie,,Poolie,service@poolie.com,(512) 402-7520,https://poolie.com/cities/austin/,"826 Wagon Trail, Austin, TX 78758",Austin,4.8,1328,Pool cleaning service,risky,catch_all,ChIJZYZ3bwjLRIYRFcSh6e4_knE,6,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
La,Boulangerie,La Boulangerie,info@laboulangeriesa.com,(210) 639-3165,http://www.laboulangeriesa.com/,"207 Broadway, San Antonio, TX 78205",San Antonio,4.6,1327,Bakery,risky,catch_all,ChIJHQC48FRfXIYRmkUpsRYf3jU,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Galleria,Ice Skating Center,Galleria Ice Skating Center,cpearce@trademarkproperty.com,(972) 392-3361,http://www.galleriaiceskatingcenter.com/,"13350 Dallas Pkwy #200, Dallas, TX 75240",Dallas,4.4,1325,Ice skating rink,risky,unknown,ChIJy06ZhNsgTIYRLRHBcu-dgNY,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Last,Concert Cafe,Last Concert Cafe,info@lastconcert.com,(832) 607-4053,https://www.lastconcert.com/,"1403 Nance St, Houston, TX 77002",Houston,4.5,1323,Live music venue,risky,catch_all,ChIJx_LMGSq_QIYRMdoKmNetSB0,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
W3,Electric,W3 Electric,info@callw3.com,+1 972-793-0733,https://www.callw3.com/,"3101 Main St, Rowlett, TX 75088, United States",Rowlett,5,1315,Electrician,risky,unknown,ChIJvYAtu3OpToYRr1rpwTtsdOo,4,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Benjamin,Franklin Plumbing of North Austin,Benjamin Franklin Plumbing of North Austin,baileyortega@sbcglobal.net,(512) 331-3885,https://www.benjaminfranklinplumbing.com/north-austin/,"2000 Windy Terrace BLDG 7 STE A BLDG 7 STE A, Cedar Park, TX 78613",Cedar Park,4.8,1308,Plumber,risky,catch_all,ChIJT5PbhjLNRIYRvJmmj2XtNuk,7,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Wheatsville,Food Co-op,Wheatsville Food Co-op,info@wheatsville.com,(512) 478-2667,http://wheatsville.coop/,"3101 Guadalupe St, Austin, TX 78705",Austin,4.6,1306,Grocery store,risky,catch_all,ChIJFykFGIC1RIYRzaXXz6E4ZnI,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Moak's,Family Texas BBQ,Moak's Family Texas BBQ,moaksbbq@yahoo.com,(214) 758-0255,https://moakstexasbbq.com/?utm_source=google,"302 N Market St, Dallas, TX 75202",Dallas,4.6,1302,Barbecue restaurant,risky,unknown,ChIJ0YXbyq6ZToYRksv18VB6YOo,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
TLC,Austin,TLC Austin,info@tlcaustin.com,(512) 580-0971,http://www.tlcaustin.com/,"1100 S Lamar Blvd Ste. #1150, Austin, TX 78704",Austin,4.2,1301,Seafood restaurant,risky,catch_all,ChIJz7WqZx-1RIYRFkPx-Nd_5Q8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Morton's,The Steakhouse,Morton's The Steakhouse,info@mortons.com,(713) 659-3700,https://www.mortons.com/location/mortons-the-steakhouse-houston-tx-downtown/,"1001 McKinney St Suite A4, Houston, TX 77002",Houston,4.5,1300,Steak house,risky,catch_all,ChIJQSHubTu_QIYRDJgT6ET6lJk,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Tiny,Champions,Tiny Champions,info@tinychampionshouston.com,(713) 485-5329,https://www.tinychampionshouston.com/,"2617 McKinney St, Houston, TX 77003",Houston,4.6,1299,Pizza restaurant,risky,catch_all,ChIJ90gjtWK_QIYRbQ2kY04_CEw,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Dallas,Center for Dermatology and Aesthetics,Dallas Center for Dermatology and Aesthetics,info@dallascosmeticderm.com,(214) 631-7546,https://www.dallascosmeticderm.com/?utm_source=google&utm_medium=local&utm_campaign=dallas-practice-website,"8201 Preston Rd #350, Dallas, TX 75225",Dallas,4.9,1297,Dermatologist,risky,catch_all,ChIJX3b_icQ8TIYRwztcNdBAO3A,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Peace,Frog Specialty Cleaning,Peace Frog Specialty Cleaning,matt@peacefrogcarpetcleaning.com,(512) 259-6606,https://peacefrogcarpetcleaning.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,"501 N Interstate Hwy 35, Austin, TX 78702",Austin,4.9,1296,Carpet cleaning service,risky,catch_all,ChIJ0UHyh6W1RIYRlJiarltvTFM,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Queen,Spa at S Lamar,Queen Spa at S Lamar,yesqueen@queenspa.com,(512) 294-2093,http://www.queenspa.com/,"2110 S Lamar Blvd suite d, Austin, TX 78704",Austin,4.7,1294,Nail salon,risky,catch_all,ChIJE4UtANm0RIYRNPwsTtFBFWk,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Fisherman's,Market Restaurant and Oyster Bar,Fisherman's Market Restaurant and Oyster Bar,fishermansmarket73@yahoo.com,(903) 753-6722,http://fishermansmarketlongview.com/,"116 Johnston St, Longview, TX 75601",Longview,4.3,1290,Seafood restaurant,risky,unknown,ChIJ_86nL5Y4NoYR47-ESR94v9g,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Eye,Center of Houston,Eye Center of Houston,info@eyecenterofhouston.com,(713) 777-2020,https://www.eyecenterofhouston.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,"10101 Bissonnet St #100, Houston, TX 77036",Houston,4.8,1285,Eye care center,risky,catch_all,ChIJYTJvi6nCQIYRcZRZGYSQml0,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Diamonds,Direct Houston,Diamonds Direct Houston,info@diamondsdirect.com,(346) 250-2054,https://diamondsdirect.com/houston-tx-galleria/,"3115A W Loop S, Houston, TX 77027",Houston,5,1284,Diamond dealer,risky,unknown,ChIJWV8o2fzBQIYRYSbKKJHmuh8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
La,Parisienne French Bistro,La Parisienne French Bistro,info@parisienneusa.com,(469) 200-5411,http://www.parisienneusa.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7186901155435272789,"6740 Winning Dr Suite 1000, Frisco, TX 75034",Frisco,4.4,1280,French restaurant,risky,catch_all,ChIJBYf-Jrc9TIYRDsSM2LIWeo8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Edward,Law Group,Edward Law Group,attorneyedward@yahoo.com,(281) 900-7226,https://edwardlawgroup.com/,"6671 Southwest Fwy #250, Houston, TX 77074",Houston,4.8,1277,Personal injury attorney,risky,unknown,ChIJHyG9HTbCQIYR9xdUWkKFMwo,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Warthan,Dermatology Mohs Skin Cancer Surgery Center,Warthan Dermatology Mohs Skin Cancer Surgery Center,info@mohsdermatology.com,(817) 923-8220,http://www.mohsdermatology.com/,"5751 Edwards Ranch Rd Suite 101, Fort Worth, TX 76109",Fort Worth,4.8,1273,Dermatologist,risky,catch_all,ChIJFROjRIJxToYRvZHm39Ax40c,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Romano's,Pizza,Romano's Pizza,info@romanoshouston.com,(713) 526-1182,https://romanoshouston.com/?utm_source=google,"1528 W Gray St, Houston, TX 77019",Houston,4.6,1270,Pizza restaurant,risky,catch_all,ChIJd68X5KPAQIYRl0x2e5vjtM4,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Grocery,Clearance Center,Grocery Clearance Center,info@groceryclearancecenter.com,(214) 330-3663,https://groceryclearancecenter.com/,"3107 S Cockrell Hill Rd, Dallas, TX 75236",Dallas,4.4,1269,Grocery store,risky,unknown,ChIJnYU4U3aQToYROl55ipgPrXM,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
another,round,another round,events@anotherrounddallas.com,(214) 233-6316,https://www.anotherrounddallas.com/,"660 Fort Worth Ave Suite 100, Dallas, TX 75208",Dallas,4.5,1262,Miniature golf course,risky,catch_all,ChIJQ6XwS32ZToYRlKX-xXwpePg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Meanwhile,Brewing,Meanwhile Brewing,info@meanwhilebeer.com,(512) 308-3659,https://www.meanwhilebeer.com/,"3901 Promontory Point Dr, Austin, TX 78744",Austin,4.7,1259,Brewery,risky,catch_all,ChIJCehR6Cy1RIYRulZwwkAeD00,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Texas,Tree Surgeons,Texas Tree Surgeons,info@texastreesurgeons.com,(469) 387-6000,https://texastreesurgeons.com/,"196 S International Rd, Garland, TX 75042",Garland,4.9,1257,Tree service,risky,catch_all,ChIJ7wHfqrCfToYRHu-rFftTiK8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
High,End Barber Shop,High End Barber Shop,info@highendbarbers.com,(210) 465-7474,http://highendbarbers.com/,"20210 Stone Oak Pkwy, San Antonio, TX 78258",San Antonio,4.9,1246,Barber shop,risky,catch_all,ChIJF4rrj2-JXIYRpH5TWVA5OXY,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
The,Grill,The Grill,manager@thegrillsa.com,(325) 944-2843,https://www.thegrillsa.com/,"5769 Sherwood Way, San Angelo, TX 76901",San Angelo,4.4,1243,American restaurant,risky,unknown,ChIJW6MCuGPkV4YR7S15h-m5QaI,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Student,Movers,Student Movers,info@houstonstudentmovers.com,(713) 728-4900,https://www.houstonstudentmovers.com/,"8630 Lipan Rd, Houston, TX 77063",Houston,4.6,1238,Mover,risky,catch_all,ChIJGy8YAqPAQIYRuhHWpbwrKBM,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Square,Cow Movers,Square Cow Movers,sales@squarecowmoovers.com,(512) 501-2430,https://squarecowmovers.com/locations/south-austin/?utm_source=local&utm_medium=organic&utm_campaign=GMB,"4005 Warehouse Row, Austin, TX 78704",Austin,4.9,1225,Mover,risky,catch_all,ChIJZ9tsoqtNW4YRrMt56AIDM2w,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
The,Blue Clove Seafood Bar and Grill,The Blue Clove Seafood Bar and Grill,the_blueclove@yahoo.com,(361) 334-0202,http://www.theblueclove.com/,"5884 Everhart Rd, Corpus Christi, TX 78413",Corpus Christi,4.5,1225,Seafood restaurant,risky,unknown,ChIJKR7Oyif1aIYR7Ks0IJka_f4,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Nori,,Nori,info@noriaustin.com,(512) 520-5775,http://www.noriaustin.com/,"3208 Guadalupe St B, Austin, TX 78705",Austin,4.8,1210,Vegan restaurant,risky,catch_all,ChIJfURtWxjLRIYRW7IldmIck1I,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Bufalina,Pizza,Bufalina Pizza,info@bufalinapizza.com,(512) 394-5337,http://www.bufalinapizza.com/,"2215 E Cesar Chavez St, Austin, TX 78702",Austin,4.5,1206,Pizza restaurant,risky,catch_all,ChIJ4ys7OrK1RIYRUYamRxM0adg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Mesa,Street Grill,Mesa Street Grill,events@mesastreetgrill.com,(915) 615-2977,http://www.mesastreetgrill.com/,"3800 N Mesa St Suite D-1, El Paso, TX 79902",El Paso,4.1,1206,Restaurant,risky,catch_all,ChIJz9PiKltY54YRmPZuedbhc2E,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
ASP,Cares Houston,ASP Cares Houston,fannin@aspcareshouston.com,(832) 500-3565,http://aspcareshouston.com/,"3009 Fannin St, Houston, TX 77004",Houston,4.9,1203,Pharmacy,risky,catch_all,ChIJ5R3laVPmQIYRNCzzZQ_jllo,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Windmill,Dental,Windmill Dental,info@windmill-dental.com,(806) 224-1974,http://windmill-dental.com/,"10310 FM 2590, Amarillo, TX 79109",Amarillo,4.9,1199,Dentist,risky,catch_all,ChIJw2SmDztbAYcRHMlQOEQjUjg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Smile,Studio,Smile Studio,smilestudio@mydentalmail.com,(903) 568-3422,http://smilestudioonline.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,"3010 H G Mosley Pkwy, Longview, TX 75605",Longview,4.9,1190,Dentist,risky,catch_all,ChIJC5hEJ7g4NoYRhCsa-eDuhAc,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Bob's,Steak & Chop House - Downtown Austin,Bob's Steak & Chop House - Downtown Austin,info@bobs-steakandchop.com,(512) 222-2627,http://www.bobs-steakandchop.com/austin/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=23831095-d4c9-4ec1-8a78-1ca5ca8dd5cb,"301 Lavaca St, Austin, TX 78701",Austin,4.5,1173,Steak house,risky,catch_all,ChIJvWhqwgi1RIYRtEeUwGoh-Gk,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Core,Primary Care,Core Primary Care,info@coreprimarycare.com,(713) 636-2621,https://www.coreprimarycare.com/?utm_source=gmb_auth,"2244 W Holcombe Blvd, Houston, TX 77030",Houston,4.7,1167,Medical clinic,risky,catch_all,ChIJORViNUjBQIYRI0V7Zd4vyPk,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Local,Coffee,Local Coffee,info@localcoffee.com,(210) 530-1004,http://www.localcoffee.com/,"302 Pearl Pkwy, San Antonio, TX 78215",San Antonio,4.5,1162,Coffee shop,risky,catch_all,ChIJpXGVtvb1XIYRK9O5ZlMCi4I,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
The,Bosworth Company,The Bosworth Company,info@bosworthco.com,(432) 239-7141,https://www.bosworthco.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-midland,"2205 W Industrial Ave, Midland, TX 79701",Midland,4.7,1161,Plumber,risky,catch_all,ChIJq1VEG2rY-4YRx7pfonrPWzI,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Copper,Creek Restaurant,Copper Creek Restaurant,r.stockard@coppercreekrestaurant.com,(325) 692-4424,http://www.coppercreekrestaurant.com/,"4401 Loop 322, Abilene, TX 79602",Abilene,4.4,1156,Steak house,risky,catch_all,ChIJLy5JEXqSVoYRDk7dm7hKCJw,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Big,"City Plumbing, LLC","Big City Plumbing, LLC",info@bigcityplumbingsa.com,(210) 499-1010,https://bigcityplumbingsa.com/,"4274 GateCrest, San Antonio, TX 78217",San Antonio,4.9,1153,Plumber,risky,unknown,ChIJe-SlRkGLXIYR9qK9jpXUSbI,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Same,Day Appliance Repair Houston,Same Day Appliance Repair Houston,micah@micahrich.com,(832) 859-2707,https://samedayappliancerepairhouston.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GBP+HUSTON&utm_id=Huston+Ficha,"13806 FM 529, Houston, TX 77041",Houston,4.7,1150,Appliance repair service,risky,catch_all,ChIJy3tSkuzQQIYRuShGtJIvfy4,45,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Rodriguez,Insurance Agency LLC,Rodriguez Insurance Agency LLC,info@riagency.us,(972) 528-6695,https://www.riagency.us/,"901 Waterfall Way #701, Richardson, TX 75080",Richardson,4.7,1147,Insurance agency,risky,catch_all,ChIJ90qxrDsgTIYR964JNKkUVSM,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Drunk,Shakespeare Houston,Drunk Shakespeare Houston,info@drunkshakespeare.com,,https://drunkshakespeare.com/,"412 Travis St, Houston, TX 77002",Houston,4.9,1146,Theater production,risky,catch_all,ChIJI9Rvgsu_QIYRMh_jNsEeE6U,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Gatlin's,Fins & Feathers,Gatlin's Fins & Feathers,info@gatlinsfinsandfeathers.com,(346) 800-4668,https://gatlinsfinsandfeathers.com/,"302 W Crosstimbers St, Houston, TX 77018",Houston,4.4,1138,Southern restaurant (US),risky,catch_all,ChIJ6VKKh7zHQIYRtJzL9GjNUqA,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Active,Dental Plano,Active Dental Plano,contact@activedentalplano.com,(972) 473-8880,https://activedentalonline.com/plano-tx/,"2304 Midway Rd Ste C, Plano, TX 75093",Plano,4.9,1136,Dentist,risky,catch_all,ChIJA4XL7IYkTIYR0L5wAjoZKZ8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Mic,Drop Comedy,Mic Drop Comedy,brian@brokendrift.com,(469) 440-9292,https://www.micdropcomedyplano.com/,"7301 Lone Star Dr Suite A-110, Plano, TX 75024",Plano,4.6,1134,Comedy club,risky,catch_all,ChIJcdZC3Jk9TIYR1HhgkhQvn9s,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Sabal,Dental,Sabal Dental,info@sabaldental.com,(361) 256-5958,https://www.sabaldental.com/,"2222 Airline Rd # A4, Corpus Christi, TX 78414",Corpus Christi,4.9,1129,Dentist,risky,catch_all,ChIJex_iQPf1aIYRAZDqWQBKVJY,5,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
A,Better Bail Bond,A Better Bail Bond,info@abetteronline.com,(713) 224-8400,https://abetterbailbond.net/,"1416 Washington Ave, Houston, TX 77002",Houston,4.7,1126,Bail bonds service,risky,catch_all,ChIJd3Nj5DW_QIYRxizKGxprMkg,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
