email,first_name,last_name,company_name,phone_number,website,location,address,rating,reviews,business_type,mv_quality,mv_result,source,place_id,shared_email_count
info@barnabyscafe.com,Barnaby's,Cafe,Barnaby's Cafe,(713) 522-8898,https://barnabyscafe.com/,Houston,"414 W Gray St, Houston, TX 77019",4.6,2245,American restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJJQg3aVy_QIYR1uHdmH8EmwQ,3
info@codyandsons.com,Cody,"& Sons Plumbing, Heating & Air","Cody & Sons Plumbing, Heating & Air",(469) 200-3366,http://www.codyandsons.com/,Dallas,"209 W Clarendon Dr, Dallas, TX 75208",4.9,2241,Plumber,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJc2yzu_KZToYREYi_mlEkTdA,2
info@kalahariresorts.com,B-LUX,Grill & Bar,B-LUX Grill & Bar,(512) 652-0008,https://www.kalahariresorts.com/texas/things-to-do/award-winning-dining/b-lux-grill-bar/,Round Rock,"3001 Kalahari Blvd, Round Rock, TX 78665",4.6,2226,Bar & grill,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJgwDGaEvRRIYRKTY___YI1m8,1
info@biritefurniture.com,Bi-Rite,Furniture,Bi-Rite Furniture,(713) 699-8200,https://biritefurniture.com/,Houston,"7114 North Fwy, Houston, TX 77076",4.5,2220,Furniture store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJpT_khgjIQIYR9kBugMd8NhQ,1
info@fishcitygrill.com,Fish,City Grill - Northwoods,Fish City Grill - Northwoods,(210) 495-6600,https://fishcitygrill.com/,San Antonio,"Northwoods Shopping Center, 18130 San Pedro Ave Suite #104, San Antonio, TX 78232",4.5,2220,Seafood restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJFZ26iQ2KXIYRNFUzoFKBR8I,3
emosaustin@livenation.com,Emo's,Austin,Emo's Austin,(512) 777-0873,https://www.emosaustin.com/,Austin,"2015 E Riverside Dr, Austin, TX 78741",4.4,2216,Live music venue,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ3T7ob6a1RIYR3u5WNGcggEE,1
internet@discountelectronics.com,Discount,Electronics - North Austin,Discount Electronics - North Austin,(512) 983-9989,https://www.discountelectronics.com/,Austin,"4005 W Parmer Ln, Austin, TX 78727",4.7,2203,Used computer store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJxfTw6-PLRIYRFsK-Z0CJu64,1
clearlake@avebrazil.com,Avenida,Brazil Churrascaria Steakhouse - Clear Lake,Avenida Brazil Churrascaria Steakhouse - Clear Lake,(281) 557-9999,https://www.avebrazil.com/,Webster,"201 W Bay Area Blvd, Webster, TX 77598",4.7,2198,Brazilian restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJC3hBIomcQIYRr-khKaAF6UI,2
info@rickschophouse.com,Rick's,Chophouse,Rick's Chophouse,(214) 726-9251,http://rickschophouse.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp%20listing,McKinney,"107 N Kentucky St # 200, McKinney, TX 75069",4.7,2197,Chophouse restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJT7SBJUoSTIYRpaBiZO8yVg0,1
info@scuzzisitalianrestaurant.com,Scuzzi's,1604,Scuzzi's 1604,(210) 493-8884,https://scuzzisitalianrestaurant.com/,San Antonio,"4035 N Loop 1604 W #102, San Antonio, TX 78257",4.5,2190,Italian restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJzUD5hVdhXIYR7FRwbRWXX14,1
info@sweetparis.com,Sweet,Paris,Sweet Paris,(713) 360-6266,http://www.sweetparis.com/,Houston,"2420 Rice Boulevard, Houston, TX 77005",4.6,2178,Breakfast restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJYxm77F3AQIYRmMQsSQGPlXM,2
info@lawnstarter.com,LawnStarter,Lawn Care Service,LawnStarter Lawn Care Service,(512) 643-8634,http://www.lawnstarter.com/austin-tx?utm_source=google&utm_medium=GLocal&utm_campaign=AustinGLocal,Austin,"814 San Jacinto Blvd #200, Austin, TX 78701",4.3,2164,Lawn care service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJXdQSuay1RIYRsM6LnyM6s20,6
info@ranchhandcafe.shop,Ranch,Hand Cafe,Ranch Hand Cafe,(281) 592-2545,https://ranchhandcafe.shop/,Cleveland,"24626 TX-321, Cleveland, TX 77327",4.7,2163,American restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJvUANYCGnOIYRVT6QlQk_UHM,1
info@squeakycleandan.com,Squeaky,Dan's Window Cleaning San Antonio,Squeaky Dan's Window Cleaning San Antonio,(210) 394-6840,http://www.squeakycleandan.com/,San Antonio,"8827 Tradeway St, San Antonio, TX 78217",5,2137,Window cleaning service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ__9vTRthXIYRwgVvlJxkNe8,1
info@tocamadera.com,Toca,Madera Houston,Toca Madera Houston,(713) 715-5808,https://tocamadera.com/,Houston,"1755 Allen Pkwy Suite 101, Houston, TX 77019",4.2,2130,Mexican restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJXY4QHW2_QIYRpxC5JfmCZPc,1
info@tacosagogo.com,Tacos,A Go Go Oak Forest,Tacos A Go Go Oak Forest,(713) 681-8226,https://www.tacosagogo.com/,Houston,"3401 W T C Jester Blvd, Houston, TX 77018",4.3,2127,Mexican restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJo0vAI1jGQIYR5yJiEOMuZq8,1
info@cedartree.cafe,Cedar,Tree Restaurant,Cedar Tree Restaurant,(409) 384-8832,http://cedartree.cafe/,Jasper,"1348 S Wheeler St, Jasper, TX 75951",4.5,2117,Restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJIymlk6OeOYYRPni1DhO5LWA,1
dos@desperadosrestaurant.com,Desperados,Mexican Restaurant,Desperados Mexican Restaurant,(214) 363-1850,http://www.desperadosrestaurant.com/,Dallas,"4818 Greenville Ave, Dallas, TX 75206",4.5,2115,Mexican restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJuV3BvXSfToYR-k1qHgnMKB4,1
info@kincaidshamburgers.com,Kincaid's,Hamburgers,Kincaid's Hamburgers,(817) 732-2881,http://kincaidshamburgers.com/,Fort Worth,"4901 Camp Bowie Blvd, Fort Worth, TX 76107",4.6,2110,Hamburger restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ__kn3KdzToYR2OpO_ky2P2s,1
info@i45dinertx.com,I-45,Diner,I-45 Diner,(713) 389-5627,http://i45dinertx.com/,Spring,"19790 I-45, Spring, TX 77373",4.3,2096,Diner,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJCQsSyi01R4YR4xCWGJCt6Xk,1
rush127@yahoo.com,iPhone,Repair Gods,iPhone Repair Gods,(512) 719-4263,http://www.startechpc.com/,Austin,"9513 Burnet Rd Suite 103, Austin, TX 78758",4.9,2095,Computer repair service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJmUpDzbbLRIYRCfCafhCVqaw,2
info@moiaustin.com,Museum,of Illusions Austin,Museum of Illusions Austin,(512) 265-8899,https://moiaustin.com/,Austin,"11010 Domain Dr #100, Austin, TX 78758",4.5,2088,Museum,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJCfovQivNRIYRkNWw-puG0Q0,1
huynguyen19760@yahoo.com,Grand,Lux Nails Spa,Grand Lux Nails Spa,(903) 653-4445,https://grandluxnailsspalongview.com/,Longview,"310 E Loop 281 unit a, Longview, TX 75605",4.6,2068,Nail salon,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJWb1KgE0_NoYRuNhBihlkkn8,1
info@mintdentistry.com,MINT,dentistry,MINT dentistry,(817) 310-2024,https://mintdentistry.com/dentist/dfw/ft-worth,Fort Worth,"2700 Horne St Suite 120, Fort Worth, TX 76107",4.8,2052,Doctor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJtWRaAhtzToYRDpc2BIb4Rlg,10
info@primepestandlawn.com,Prime,Pest and Lawn - El Paso,Prime Pest and Lawn - El Paso,(915) 659-5158,https://www.primepestandlawn.com/,El Paso,"9206 McCombs St Suite 15, El Paso, TX 79924",4.8,2052,Pest control service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ9fkQL3aus4cRPXa2Gpywntg,1
info@thrivepetcare.com,Hillside,Veterinary Clinic,Hillside Veterinary Clinic,(214) 824-0397,https://www.thrivepetcare.com/locations/texas/dallas/hillside-veterinary-clinic/?utm_source=gmb&utm_medium=web,Dallas,"6150 E Mockingbird Ln #201, Dallas, TX 75214",4.3,2047,Emergency veterinarian service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJBUZrkmWfToYRiXHRHd2L9WE,4
bezos@amazon.com,Scissors,& Scotch,Scissors & Scotch,(469) 206-0394,https://scissorsscotch.com/locations/tx/dallas/uptown/,Dallas,"100 Crescent Ct Ste 150, Dallas, TX 75201",4.9,2040,Barber shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJNzUVPUmZToYRKmRZ81PRLxk,2
community@thestixicehouse.com,The,Stix Icehouse,The Stix Icehouse,(214) 592-8335,http://www.thestixicehouse.com/,McKinney,"301 Eldorado Pkwy #100, McKinney, TX 75069",4.7,2038,Restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJj0zKwtoTTIYRXaeoxnYU8uA,1
info@fixesouthernhouse.com,Fixe,Southern House,Fixe Southern House,(512) 888-9133,http://fixesouthernhouse.com/,Austin,"500 W 5th St, Austin, TX 78701",4.6,2037,Southern restaurant (US),risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJzcQxtg61RIYRlTVfnv-nAd0,1
info@gkraceway.com,Go-Kart,Raceway,Go-Kart Raceway,(281) 447-7378,https://gkraceway.com/,Houston,"2800 W Mt Houston Rd, Houston, TX 77038",4.4,2025,Go-karting venue,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJhVqDiefIQIYR3p8fv2WctkA,1
brenden@redoakcafe.net,Red,Oak Cafe - League City,Red Oak Cafe - League City,(832) 905-3150,http://www.redoakcafe.net/,League City,"6011 W Main St Ste A-106, League City, TX 77573",4.6,2012,American restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJHYji27uEQIYR7mJ0yrGWnq0,2
info@extraspace.com,Extra,Space Storage,Extra Space Storage,(210) 622-2613,https://www.extraspace.com/storage/facilities/us/texas/san_antonio/1000000722/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,San Antonio,"1974 S Alamo St, San Antonio, TX 78204",4.9,2002,Self-storage facility,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJG2UdzrlYXIYRa3Essg--ygk,36
hs_hyd@yahoo.com,House,of Smiles,House of Smiles,(254) 680-4450,https://www.houseofsmiles.net/,Killeen,"5610 E Central Texas Expy Ste 3, Killeen, TX 76543",4.8,1992,Dentist,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJH75pI4NJRYYRnZhUY2UG9jQ,1
info@magnoliadiner.com,Magnolia,Diner,Magnolia Diner,(281) 356-9197,https://www.magnoliadiner.com/,Magnolia,"18423 FM 1488 Suite G, Magnolia, TX 77354",4.4,1992,Diner,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJn1gYKvXXRoYRl9W5Ofux3XY,1
contacts@esbnyc.com,Rancho,Grande Bar & Grill- Magnolia,Rancho Grande Bar & Grill- Magnolia,(281) 356-1700,https://www.ranchograndebargrill.com/,Magnolia,"18914 FM 1488, Magnolia, TX 77355",4.5,1980,Mexican restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJLXYMZI7XRoYRLc3CNfzLshw,2
service@erniesplumbing.com,Ernie's,"Plumbing Service, Inc.","Ernie's Plumbing Service, Inc.",(888) 802-0005,https://www.erniesplumbing.com/,Arlington,"1809 W Pioneer Pkwy, Arlington, TX 76013",4.7,1972,Plumber,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ_____28mTIYRzOp4tys-Ok4,2
info@abescajunmarket.com,Abe's,Cajun Market,Abe's Cajun Market,(281) 480-2237,http://www.abescajunmarket.com/,Houston,"1080 Clear Lake City Blvd D, Houston, TX 77062",4.5,1964,Cajun restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJReAdXO6bQIYRORHxe3umj60,1
info@villagemedical.com,Village,Medical - River Oaks,Village Medical - River Oaks,(713) 797-1087,https://www.villagemedical.com/locations/texas/4543-post-oak-pl-suite-105-houston-tx-77027?utm_source=gmb&utm_medium=profile&utm_campaign=villagemedical_organic-search_location,Houston,"4543 Post Oak Pl Dr #105, Houston, TX 77027",4.7,1952,Medical clinic,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJR0NgynDAQIYR4cYVujBXICo,4
info@istanbulgrillbar.com,Istanbul,Grill & Bar,Istanbul Grill & Bar,(682) 250-2111,https://istanbulgrillbar.com/,Fort Worth,"401 Throckmorton St, Fort Worth, TX 76102",4.7,1951,Mediterranean restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ2a2orEFxToYR2bFKUda6mvA,1
info@bienmerite.com,Bien,Mérité Bakery and Restaurant,Bien Mérité Bakery and Restaurant,(361) 334-0241,https://www.bienmerite.com/,Corpus Christi,"3104 S Alameda St, Corpus Christi, TX 78404",4.5,1937,Restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ3UvUyp9faIYRbuGxOh9ucks,1
info@joscoffee.com,Jo's,Coffee – South Congress,Jo's Coffee – South Congress,(512) 852-2300,https://www.joscoffee.com/south-congress-jos,Austin,"1300 S Congress Ave, Austin, TX 78704",4.4,1930,Coffee shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ1S_Bov20RIYRe7MiR8tYawY,1
info@bestbailbondsdallas.com,AA,Best Bail Bonds Dallas,AA Best Bail Bonds Dallas,(214) 741-3500,https://bestbailbondsdallas.com/,Dallas,"201 Continental Ave, Dallas, TX 75207",4.8,1925,Bail bonds service,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJV78s3xKZToYRUzLHajn8d8Y,1
quote@cellularport.com,CellularPort,,CellularPort,(832) 475-9896,https://cellularport.com/harwin-drive/,Houston,"7100 Harwin Dr. ste A, Houston, TX 77036",4.9,1917,Mobile phone repair shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJkSHNck3CQIYRfifI_eE7n18,1
info@tlcinspectors.com,TLC,Home Inspections,TLC Home Inspections,(512) 710-2234,https://www.tlcinspectors.com/,,,4.9,1917,Home inspector,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJhUg9MvAm9hQROtQCSpE9Ggk,1
events@thegrovetyler.com,The,Grove Kitchen & Gardens,The Grove Kitchen & Gardens,(903) 939-0209,http://thegrovetyler.com/,Tyler,"3500 Old Jacksonville Hwy, Tyler, TX 75701",4.4,1916,Family restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJr7ZabI3LSYYRLoGmOqVhj9Q,1
info@parkerzhtx.com,Parkerz,,Parkerz,(832) 230-8197,https://www.parkerzhtx.com/,Houston,"12126 Westheimer Rd #98, Houston, TX 77077",4.3,1905,Hookah bar,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ74i924_dQIYRaBvcmxS9DKU,1
info@sprouts.com,Sprouts,Farmers Market,Sprouts Farmers Market,(210) 979-8121,https://sprouts.com/store/tx/san-antonio/san-antonio-callaghan-rd,San Antonio,"8101 Callaghan Rd, San Antonio, TX 78230",4.5,1901,Grocery store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJOQjGdKBgXIYRklzf-Nm2DR8,5
info@petsmart.com,PetSmart,,PetSmart,(817) 238-0111,https://www.petsmart.com/stores/us/tx/fort-worth-store1280.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,Fort Worth,"6572 Lake Worth Blvd, Fort Worth, TX 76135",4.2,1896,Pet supply store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ71xdsyJ1ToYRToL8IYW3s3U,7
info@caprockcafe.com,Caprock,Cafe,Caprock Cafe,(806) 784-0300,http://www.caprockcafe.com/,Lubbock,"3405 34th St, Lubbock, TX 79410",4.5,1895,Bar & grill,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJa_ZglVht_oYR55W7s0IcLeo,1
info@atxcocina.com,ATX,Cocina,ATX Cocina,(512) 263-2322,http://www.atxcocina.com/,Austin,"110 San Antonio St #170, Austin, TX 78701",4.6,1886,Mexican restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJWaH_cA-1RIYRNKX_6H4CwaA,1
acob@birdcreekbrewing.com,Bird,Creek Brewing,Bird Creek Brewing,(254) 598-3158,https://birdcreekbrewing.com/,Temple,"8 S 4th St, Temple, TX 76501",4.4,1885,Brewpub,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJBcC6MoZsRYYRtl8_bsS5V_8,1
info@keymex.com,KeyMex,,KeyMex,(210) 300-7056,https://keymex.us/,San Antonio,"2400 West Ave Suite 1, San Antonio, TX 78201",4.8,1882,Locksmith,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJfZ5js7JcXIYRGGR60FkSDLI,1
info@harvesttx.com,Harvest,at the Masonic,Harvest at the Masonic,(214) 726-0251,https://www.harvesttx.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp%20listing,McKinney,"215 N Kentucky St, McKinney, TX 75069",4.7,1876,Organic restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJYTghjEkSTIYR4-J7fnMQzk4,1
info@meowwolf.com,Meow,Wolf Houston's Radio Tave,Meow Wolf Houston's Radio Tave,(866) 636-9969,https://meowwolf.com/visit/houston?utm_source=google&utm_medium=organic&utm_campaign=gbp,Houston,"2103 Lyons Ave Building 2, Houston, TX 77020",4.4,1867,Tourist attraction,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJxX2eIQC_QIYRsn2WZzCoiXU,1
midwaybbqkatytx@yahoo.com,Midway,BBQ,Midway BBQ,(281) 391-2830,https://midwaybbqkatytx.com/,Katy,"6025 Hwy Blvd, Katy, TX 77494",4.3,1857,Caterer,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJD7ndrDskQYYRRUpsDYPZVcU,1
info@ms.pizza,Main,Street Pizza & Pasta,Main Street Pizza & Pasta,(210) 732-8861,http://ms.pizza/,San Antonio,"1906 N Main Ave, San Antonio, TX 78212",4.5,1834,Pizza restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJMRTuXF1fXIYR_OnhhUVkNg0,1
info@stdavids.com,Austin,Emergency Center: Mueller Emergency Room,Austin Emergency Center: Mueller Emergency Room,(512) 322-5104,https://www.stdavids.com/locations/mueller-er,Austin,"Building H, 1801 E 51st St, Austin, TX 78723",4.7,1832,Emergency room,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJNfUvvZ7LRIYRlCZXFVa4XD8,2
accessibility@apartments247.com,The,Park at Sutton Hill Apartments,The Park at Sutton Hill Apartments,(832) 501-3477,http://theparkatsuttonhill.com/,Houston,"11911 Martin Luther King Blvd, Houston, TX 77048",4.8,1807,Apartment complex,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJD23gE0yUQIYRq5Iut04gnOw,3
info@coit.com,COIT,Cleaning and Restoration of Houston,COIT Cleaning and Restoration of Houston,(713) 904-1069,https://www.coit.com/houston,Houston,"9001 Spring Branch Dr, Houston, TX 77080",4.6,1798,Carpet cleaning service,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJ76DEkVDEQIYRWg9VH53JBJk,1
cityhall1791@yahoo.com,City,Hall Cafe & Pie Bar,City Hall Cafe & Pie Bar,(936) 298-7002,http://cityhalltexas.com/,Huntsville,"1421 Sam Houston Ave, Huntsville, TX 77340",4.2,1797,Restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJi_9nAJAIR4YRffjrivAAezI,1
ivypham2012@yahoo.com,Lv,Nail Lounge (10% Off Mon-Thurs),Lv Nail Lounge (10% Off Mon-Thurs),(512) 383-8702,https://lvnailloungeaustin.com/,Austin,"6501 S Congress Ave Suite 2-207, Austin, TX 78745",4.6,1775,Nail salon,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJJUziqFGzRIYRdEdlmu4Wm08,1
info@burgerbaraustin.com,Burger,Bar Congress,Burger Bar Congress,(512) 608-4822,https://www.burgerbaraustin.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,Austin,"110 E 2nd St, Austin, TX 78701",4.6,1766,Hamburger restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJo8381Qe1RIYRjPGlpw_OugM,1
info@eviemaesbbq.com,Evie,Mae's BBQ,Evie Mae's BBQ,(806) 782-2281,http://www.eviemaesbbq.com/,Wolfforth,"217 US-62, Wolfforth, TX 79382",4.7,1752,Barbecue restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJaZWBVkd0_oYRxXxnLiQ1gbM,1
info@kims-diner.shop,Kim's,Diner,Kim's Diner,(254) 753-1118,https://kims-diner.shop/,Waco,"2600 W Waco Dr, Waco, TX 76710",4.6,1747,Restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJF2itnMCDT4YRjyPMVwTa4Rs,1
info@renaissancetattoocollective.com,Dark,Age Tattoo Studio Fort Worth,Dark Age Tattoo Studio Fort Worth,(682) 499-5734,http://www.darkageftw.com/,Fort Worth,"2836 Bledsoe St Suite 200, Fort Worth, TX 76107",5,1742,Tattoo shop,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJT6jv7xFzToYRWXM7bryZ2Kw,1
info@flipnfuncenter.com,Flip,N' Fun Trampoline Park,Flip N' Fun Trampoline Park,(832) 602-5400,https://www.flipnfuncenter.com/,Houston,"5379 W Richey Rd, Houston, TX 77066",4.6,1733,Amusement center,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJkd6lsyPMQIYRJq1K-yfWO1I,1
info@vcahospitals.com,VCA,Becker Animal Hospital and Pet Resort,VCA Becker Animal Hospital and Pet Resort,(210) 732-5148,https://vcahospitals.com/becker-tx?utm_source=maps&utm_medium=organic&utm_campaign=AU_1111,San Antonio,"6515 I-10, San Antonio, TX 78201",3.3,1722,Veterinarian,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJcaiqIExeXIYRvPgf_RDryGw,11
info@harborfreight.com,Harbor,Freight Tools,Harbor Freight Tools,(210) 732-2653,https://www.harborfreight.com/storelocator/1803-vance-jackson-rd-suite-105-san-antonio-78213?number=57,San Antonio,"1803 Vance Jackson Rd #105, San Antonio, TX 78213",4.4,1703,Hardware store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJKzoclkleXIYRsxHkd3zf2qk,2
info@empiretoday.com,Empire,"Today - Houston, TX","Empire Today - Houston, TX",(281) 612-4583,https://www.empiretoday.com/locations/houston?CID=gbp,Houston,"3004 Claymoore Park Dr, Houston, TX 77043",4.4,1697,Flooring contractor,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ6TVfc87aQIYRttL7rmnFlVM,2
info@lamadeleine.com,la,Madeleine,la Madeleine,(281) 316-6135,https://lamadeleine.com/locations/webster-clearlake,Webster,"929 W Bay Area Blvd, Webster, TX 77598",4.3,1694,Restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJLdF4Y4ScQIYRyySSybk0ZcQ,4
info@thefunkydoor.com,The,Funky Door Bistro & Wine Room,The Funky Door Bistro & Wine Room,(806) 687-0505,https://www.thefunkydoor.com/,Lubbock,"6801 Milwaukee Ave, Lubbock, TX 79424",4.3,1680,Fine dining restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJDYBvha9z_oYRSdeRofS4JJk,1
events@victoriapumphouse.com,The,PumpHouse Riverside Restaurant and Bar,The PumpHouse Riverside Restaurant and Bar,(361) 572-9800,http://www.victoriapumphouse.com/,Victoria,"1201 W Stayton Ave, Victoria, TX 77901",4.4,1679,American restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJAQAAANBmQoYRspqkXtDBoIk,1
info@legacycommunityhealth.org,Legacy,Community Health - Montrose,Legacy Community Health - Montrose,(832) 548-5100,https://www.legacycommunityhealth.org/legacy-montrose/,Houston,"1415 California St, Houston, TX 77006",4.3,1678,Medical clinic,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJDfXEHWa_QIYR-oemeRvdU1w,1
galleria@impressionbridalstore.com,Impression,Bridal,Impression Bridal,(713) 623-4696,https://www.impressionbridalstore.com/stores/galleria/,Houston,"3005 W Loop S, Houston, TX 77027",4.8,1662,Bridal shop,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJJQmvhnLBQIYRhtJgs5YWONQ,2
info@onthewaypros.com,On,The Way AC Plumbing & Electric,On The Way AC Plumbing & Electric,(409) 310-1464,https://www.onthewaypros.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,Santa Fe,"2513 FM 646 Rd, Santa Fe, TX 77510",4.9,1659,Plumber,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJRccWb2qBQIYREDXcnNoC5CE,1
info@fountainnailbar.com,Fountain,Nail Bar El Paso,Fountain Nail Bar El Paso,(915) 259-8889,http://fountainnailbar.com/,El Paso,"8889 Gateway Blvd W Ste 3000, El Paso, TX 79925",4.3,1653,Nail salon,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ2e1wjhdb54YROe5A36PYK4Q,1
info@tommys.com,Tommy's,Seafood Restaurant & Oyster Bar,Tommy's Seafood Restaurant & Oyster Bar,(281) 480-2221,https://tommys.com/,Houston,"2555 Bay Area Blvd, Houston, TX 77058",4.6,1647,Seafood restaurant,risky,unknown,mv-verified-houston-risky-2026-04-20,ChIJEeUWETacQIYRd-Lp0WPQG-g,1
info@onyxnailbar.cc,Onyx,Nail Bar Dallas - The Best Nail Salon in Uptown Dallas (20%off Mon-Wed 10am-3pm),Onyx Nail Bar Dallas - The Best Nail Salon in Uptown Dallas (20%off Mon-Wed 10am-3pm),(214) 599-0255,https://onyxnailbar.cc/,Dallas,"4123 Cedar Springs Rd #109, Dallas, TX 75219",4.7,1646,Nail salon,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJs8yX0smeToYRJ_HdN96gWs4,1
info@toasttab.com,Taconeta,,Taconeta,(915) 303-8038,http://www.toasttab.com/taconeta,El Paso,"311 Montana Ave A-1, El Paso, TX 79902",4.5,1634,Taco restaurant,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJs_NrqhpZ54YRMwQv50YeHZg,8
info@acehardware.com,Cypress,Ace Hardware,Cypress Ace Hardware,(281) 469-8020,http://www.acehardware.com/mystore/index.jsp?store=07541&cid=localstore07541,Houston,"11655 Jones Rd, Houston, TX 77070",4.6,1624,Hardware store,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJ33UKgovRQIYR8m8eAQa-KOs,11
info@diversestaffing.com,Diverse,Staffing Fort Worth,Diverse Staffing Fort Worth,(817) 566-9299,http://www.diversestaffing.com/,Fort Worth,"3000 Race St Suite 124, Fort Worth, TX 76111",4.9,1620,Employment agency,risky,catch_all,mv-verified-houston-risky-2026-04-20,ChIJDyvAlN1xToYR2Zw1BEAiNjI,2
