first_name,last_name,company_name,email,phone,website,address,city,rating,reviews,business_type,mv_quality,mv_result,place_id,shared_email_count,source,tags
Heath,Sparkling Wines,Heath Sparkling Wines,info@heathsparkling.com,(830) 304-1011,https://www.heathsparkling.com/home,"10591 US-290, Fredericksburg, TX 78624",Fredericksburg,4.8,4723,Winery,good,ok,ChIJKc8mKjaXW4YRE-WoRF8YqF4,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Tobin,Center for the Performing Arts,Tobin Center for the Performing Arts,info@tobincenter.org,(210) 223-8624,https://www.tobincenter.org/,"100 Auditorium Cir, San Antonio, TX 78205",San Antonio,4.8,4686,Live music venue,good,ok,ChIJfVwRGlRfXIYR10oxs5mnZbI,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
La,Fisheria,La Fisheria,lafisheria.downtown@gmail.com,(713) 802-1712,http://www.lafisheriahtx.com/,"213 Milam St, Houston, TX 77002",Houston,4.8,4648,Mexican restaurant,good,ok,ChIJjfnzbEzHQIYRa3zh8igbVQw,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Andale,Mexican Restaurant and Cantina,Andale Mexican Restaurant and Cantina,amkryukov@gmail.com,(915) 590-5999,http://www.andalemexicanrestaurant.com/,"9201 Gateway Blvd W, El Paso, TX 79925",El Paso,4.2,4633,Mexican restaurant,good,ok,ChIJIxHclz5b54YRutLMEUfYCoU,13,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Frymire,Home Services,Frymire Home Services,info@frymire.com,(469) 759-1046,https://www.frymire.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Dallas-TX,"2818 Satsuma Dr, Dallas, TX 75229",Dallas,4.8,4604,Plumber,good,ok,ChIJIcx3RIMnTIYRI309CvKSZTM,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
A1,"Plus Electrical, Plumbing and Air","A1 Plus Electrical, Plumbing and Air",info@a1pluselectrical.com,(832) 509-5747,https://a1plus.com/electrical-services/?utm_source=google&utm_medium=organic&utm_campaign=gbp-northwestfwy&utm_content=listing,"15110 Northwest Fwy #190, Houston, TX 77040",Houston,4.8,4584,Electrician,good,ok,ChIJz_aY7fnAQIYRzGEWJDvouAs,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Maggiano's,Little Italy,Maggiano's Little Italy,info@maggianos.com,(713) 961-2700,https://www.maggianos.com/locations/texas/houston/2019-post-oak-blvd.?utm_source=google&utm_medium=organic&utm_campaign=Maggianos,"2019 Post Oak Blvd, Houston, TX 77056",Houston,4.5,4565,Italian restaurant,good,ok,ChIJIYYEE2rBQIYRTvRWZ6wO_pA,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Parry’s,Pizzeria & Taphouse,Parry’s Pizzeria & Taphouse,info@parryspizza.com,(210) 455-1455,https://parryspizza.com/locations/san-antonio/,"5311 N Loop 1604 W Suite 114, San Antonio, TX 78249",San Antonio,4.8,4553,Pizza restaurant,good,ok,ChIJKez83y5nXIYRGFTgdzmlZdU,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Katy,Asian Town,Katy Asian Town,amaonthego@gmail.com,(346) 998-8000,https://katyasiantownandmarketplace.com/,"23119 Colonial Pkwy, Katy, TX 77449",Katy,4.7,4536,Restaurant,good,ok,ChIJpbX2uTQnQYYRcNLurxfOYBg,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Savoy,Restaurant,Savoy Restaurant,savoyrestaurant01@gmail.com,(281) 568-6772,http://www.savoyrestauranthouston.com/,"11246 S Wilcrest Dr 145 B, Houston, TX 77099",Houston,4.5,4524,Indian restaurant,good,ok,ChIJu2RgdeXnQIYR5qm6vHq5Uko,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Brothers,Taco House,Brothers Taco House,placejoys.com@gmail.com,(713) 223-0091,https://brothers-taco-house.shop/,"1604 Emancipation Ave, Houston, TX 77003",Houston,4.6,4496,Mexican restaurant,good,ok,ChIJ9ULTrx6_QIYR_0KJi_DlMC8,5,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Perry's,Steakhouse & Grille - Downtown Austin,Perry's Steakhouse & Grille - Downtown Austin,desiree@perryssteakhouse.com,(512) 474-6300,http://www.perryssteakhouse.com/menu-locations/austin/downtown/,"114 W 7th St, Austin, TX 78701",Austin,4.6,4470,Steak house,good,ok,ChIJz7o2jgm1RIYRi_5Y7JfjH0A,6,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
La,Hacienda Ranch,La Hacienda Ranch,colleyville@laharanch.com,(972) 335-2232,https://laharanch.com/lahaciendaranchfrisco?utm_source=google,"4110 Preston Rd, Frisco, TX 75034",Frisco,4.5,4465,Mexican restaurant,good,ok,ChIJMzCnOPc8TIYRQfeaWK470yA,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
J-Prime,Steakhouse,J-Prime Steakhouse,info@jprimesteakhouse.com,(210) 764-1604,http://jprimesteakhouse.com/,"1401 N Loop 1604 W, San Antonio, TX 78232",San Antonio,4.8,4450,Steak house,good,ok,ChIJCaSlbCdiXIYRpz6ScXykpR8,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
EchoPark,Automotive San Antonio,EchoPark Automotive San Antonio,info@echopark.com,(210) 384-2299,https://www.echopark.com/dealerships/tx/san-antonio/echopark-san-antonio?utm_source=google&utm_campaign=GoogleLocalListingSanAntonio&utm_medium=organic,"5611 N Loop 1604 W, San Antonio, TX 78257",San Antonio,4.8,4421,Used car dealer,good,ok,ChIJj3ID-jRDXIYRTDMzxTY32Lo,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Fadi's,Meyerland Mediterranean Grill,Fadi's Meyerland Mediterranean Grill,info@fadismeyerland.com,(713) 666-4644,https://www.fadismeyerland.com/,"4738 Beechnut St, Houston, TX 77096",Houston,4.6,4414,Mediterranean restaurant,good,ok,ChIJVyTxkejBQIYRxU4YABy9BVo,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Alamo,Biscuit Company & Panaderia River walk,Alamo Biscuit Company & Panaderia River walk,info@alamobiscuitco.com,(726) 217-7650,https://alamobiscuitco.com/?utm_source=GMB&utm_medium=organic,"849 E Commerce St #197, San Antonio, TX 78205",San Antonio,4.7,4380,Breakfast restaurant,good,ok,ChIJT216XwD3XIYRtFkuv2sCobk,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Batters,& Brunch,Batters & Brunch,info@battersandbrunch.com,(832) 621-1297,https://battersandbrunch.com/?fbclid=PAZXh0bgNhZW0CMTEAAaatAAdDw0oeoarRsh5nUDrlXrL9rB9TjSca9WZ-uU6Npz122VXMbtU5lYk_aem_00Thk4MhLYs7v1soB8I-9Q,"9739 N Sam Houston Pkwy E #200, Humble, TX 77396",Humble,4.7,4372,Brunch restaurant,good,ok,ChIJY13WTDixQIYRkPqo2_uO4MU,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Flying,Saucer Draught Emporium,Flying Saucer Draught Emporium,info@beerknurd.com,(713) 228-9472,http://www.beerknurd.com/locations/houston-flying-saucer,"705 Main St, Houston, TX 77002",Houston,4.5,4369,Restaurant,good,ok,ChIJnZ2b0Dq_QIYRD_Cn_lhWq8c,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Hobbit,Cafe,Hobbit Cafe,agustinamingote@gmail.com,(713) 526-5460,http://www.hobbitcafehtx.com/,"2243 Richmond Ave, Houston, TX 77098",Houston,4.5,4362,Hamburger restaurant,good,ok,ChIJ28ljLY3AQIYRIbfNV2mVpys,9,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Steak,48,Steak 48,guestserviceshouston@steak48.com,(713) 322-7448,https://www.steak48.com/steakhouses/houston/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"4444 Westheimer Rd, Houston, TX 77027",Houston,4.6,4361,Steak house,good,ok,ChIJBx-DjBTBQIYRg-AGJi1o8ac,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
CorkScrew,BBQ,CorkScrew BBQ,corkscrewbbq@corkscrewbbq.com,(281) 330-2178,http://www.corkscrewbbq.com/,"26608 Keith St, Spring, TX 77373",Spring,4.7,4352,Barbecue restaurant,good,ok,ChIJRfY7ATs0R4YRNVMqjkDzTHU,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Sixty,Vines,Sixty Vines,boca@sixtyvines.com,(469) 620-8463,https://sixtyvines.com/,"3701 Dallas Pkwy, Plano, TX 75093",Plano,4.6,4320,Restaurant,good,ok,ChIJzyWnoGAjTIYRrOlShOmDJG8,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Lockhart,Smokehouse BBQ,Lockhart Smokehouse BBQ,info@lockhartsmokehouse.com,(214) 944-5521,https://lockhartsmokehouse.com/,"400 W Davis St, Dallas, TX 75208",Dallas,4.4,4259,Barbecue restaurant,good,ok,ChIJDziQyoWZToYRAAIV6Mf35KQ,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Cowboy,Bail Bonds,Cowboy Bail Bonds,info@cowboybail.com,(214) 494-8263,http://www.cowboybail.com/,"311 S Riverfront Blvd, Dallas, TX 75207",Dallas,4.8,4249,Bail bonds service,good,ok,ChIJo2VJOBOZToYRhhZHXcLaIFQ,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Mister,Sparky,Mister Sparky,info@mistersparky.com,(210) 899-2430,http://www.mistersparky.com/san-antonio/,"12829 Wetmore Rd, San Antonio, TX 78247",San Antonio,4.8,4220,Electrician,good,ok,ChIJ7a7zRfRnXIYR9wk1HagK0pU,14,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Rays,Real Pit BBQ Shack,Rays Real Pit BBQ Shack,info@raysbbqshack.com,(713) 748-4227,https://www.raysbbqshack.com/,"3929 Old Spanish Trl ste. 300, Houston, TX 77021",Houston,4.4,4191,Barbecue restaurant,good,ok,ChIJK9AySUi-QIYRraotyNoGDJE,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Lightfoot,"Plumbing, Heating, Air & Electrical","Lightfoot Plumbing, Heating, Air & Electrical",info@lightfootmechanical.com,(817) 661-0894,https://lightfootmechanical.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Weatherford-TX,"1026 Fort Worth Hwy, Weatherford, TX 76086",Weatherford,4.8,4183,Plumber,good,ok,ChIJHWZZs_wBToYRC6dMNaFc85U,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Kenny's,Wood Fired Grill,Kenny's Wood Fired Grill,info@kennyswoodfiredgrill.com,(972) 392-9663,http://www.kennyswoodfiredgrill.com/,"5000 Belt Line Rd Suite 775, Dallas, TX 75254",Dallas,4.7,4167,Steak house,good,ok,ChIJCdq2QDohTIYRcmRn5noVeEY,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
La,Fonda On Main,La Fonda On Main,info@lafondaonmain.com,(210) 733-0621,https://www.lafondaonmain.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,"2415 N Main Ave, San Antonio, TX 78212",San Antonio,4.5,4167,Mexican restaurant,good,ok,ChIJ-QHSFWZfXIYRsvm79z3Fvc4,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Mad,Dogs British Pub (River Walk),Mad Dogs British Pub (River Walk),info@maddogs.net,(210) 222-0220,https://www.maddogs.net/,"123 Losoya St #19, San Antonio, TX 78205",San Antonio,4.2,4167,Pub,good,ok,ChIJIUZeM6tYXIYRUk1zSTelEwk,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Reza,Persian Grill,Reza Persian Grill,info@rezagrill.com,(832) 804-6160,https://rezagrill.com/,"5714 Hillcroft Ave, Houston, TX 77036",Houston,4.8,4165,Persian restaurant,good,ok,ChIJjewvyZDDQIYRhpG3Cb6JHyA,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Privacy,Houston,Privacy Houston,info@privacyhouston.com,(832) 713-8404,http://privacyhouston.com/,"2402 Austin St, Houston, TX 77004",Houston,4.5,4150,Restaurant,good,ok,ChIJ56x4oX2_QIYRzYaPg7HLxpY,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Moody,Center,Moody Center,info@moodycenteratx.com,(512) 651-7600,https://moodycenteratx.com/,"2001 Robert Dedman Dr, Austin, TX 78712",Austin,4.4,4125,Arena,good,ok,ChIJFyXMCz21RIYRFA1vxCkln0I,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Truck,Yard,Truck Yard,commissary@texastruckyard.com,(877) 447-2967,http://truckyardcommissarykitchen.com/,"5624 Sears St, Dallas, TX 75206",Dallas,4.6,4124,Live music bar,good,ok,ChIJMd1hKzafToYReP4XfULxAfI,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
King,Spa & Sauna,King Spa & Sauna,info@kingspa.com,(214) 420-9070,http://www.kingspa.com/dallas/,"2154 Royal Ln, Dallas, TX 75229",Dallas,4,4120,Spa,good,ok,ChIJcxIsuvYnTIYRZKtTdqYoIYw,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Xochi,,Xochi,info@xochihouston.com,(713) 400-3330,http://www.xochihouston.com/?y_source=1_MTAzMTYxNjcyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1777 Walker St, Houston, TX 77010",Houston,4.6,4073,Oaxacan restaurant,good,ok,ChIJsT1r2yO_QIYRdz286CS4Kt0,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Caliber,Car Wash - Basswood,Caliber Car Wash - Basswood,info@calibercarwash.com,(817) 813-9514,https://calibercarwash.com/location/tx-fort-worth-3180-basswood-blvd-76137/?utm_source=gbp&utm_medium=organic&utm_campaign=CCW,"3180 Basswood Blvd, Fort Worth, TX 76137",Fort Worth,4.9,4068,Car wash,good,ok,ChIJdw4hn7LZTYYR0WGmUlxPbHU,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Solutions,Pest & Lawn,Solutions Pest & Lawn,support@solutionsstores.com,(713) 473-3345,https://solutionsstores.com/,"12064 Beamer Rd, Houston, TX 77089",Houston,4.8,4064,Pest control service,good,ok,ChIJfwDMyv4h2YgRAXJUNcbUhkE,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Beat,The Bomb Houston,Beat The Bomb Houston,info@beatthebomb.com,(518) 207-9440,https://www.beatthebomb.com/locations/houston,"2103 Lyons Ave #300, Houston, TX 77020",Houston,5,4057,Amusement center,good,ok,ChIJ85BrXaW_QIYRwTvrQszVy8c,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Cosmic,Air Adventure Park & Arcade,Cosmic Air Adventure Park & Arcade,info@cosmicairpark.com,(281) 215-5000,https://cosmicairpark.com/tx-katy/?utm_source=google&utm_medium=organic&utm_campaign=gbp_profile,"1210 Fry Rd, Houston, TX 77084",Houston,4.6,4055,Amusement park,good,ok,ChIJI9fxnTvZQIYRuslFSYT943Y,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
The,Original Pancake House DFW,The Original Pancake House DFW,info@ophdfw.com,(214) 528-7215,https://ophdfw.com/uptown-location/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness,"2900 Lemmon Ave E #200, Dallas, TX 75204",Dallas,4.5,4052,Breakfast restaurant,good,ok,ChIJw6ExsNSeToYRvKdNRrcDpHg,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Mel's,Country Cafe,Mel's Country Cafe,info@melscountrycafe.com,(281) 255-6357,https://melscountrycafe.com/,"24814 Stanolind Rd, Tomball, TX 77375",Tomball,4.6,4046,American restaurant,good,ok,ChIJO1Bfr9EtR4YR0i_BA_Yf3Tk,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Red,Door Escape Room,Red Door Escape Room,info@reddoorescape.com,(972) 787-0085,https://www.reddoorescape.com/escape-rooms/plano,"8103 Rasor Boulevard Suite #100, Plano, TX 75024",Plano,4.9,4045,Escape room center,good,ok,ChIJy3TGE9k8TIYR3da3JmnH9Hw,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Nick's,Plumbing & Air Conditioning,Nick's Plumbing & Air Conditioning,service@nicksplumbing.com,(713) 868-9907,https://www.nicksplumbing.com/,"3780 Yale St, Houston, TX 77018",Houston,4.7,4044,Plumber,good,ok,ChIJc48_TGrHQIYRiWl40K2R6Xo,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Provaré,Houston,Provaré Houston,info@provarerestaurants.com,(713) 993-6060,http://provarerestaurants.com/,"5102 Washington Ave, Houston, TX 77007",Houston,4.8,4044,Italian restaurant,good,ok,ChIJH0WzifPBQIYRt0u5klMYtN8,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Hugo's,,Hugo's,info@hugosrestaurant.net,(713) 524-7744,http://www.hugosrestaurant.net/?y_source=1_MTAzMTYxNjcyOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1600 Westheimer Rd, Houston, TX 77006",Houston,4.6,4043,Mexican restaurant,good,ok,ChIJWZy-UJnAQIYRJwZNRAGa6JI,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
The,Whitehall,The Whitehall,frontdesk@thewhitehallhouston.com,(713) 739-8800,https://www.thewhitehallhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,"1700 Smith St, Houston, TX 77002",Houston,4.5,4031,Hotel,good,ok,ChIJK1X9nkC_QIYRlp8QGc85bU8,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Black's,Barbecue Austin,Black's Barbecue Austin,info@blacksbbq.com,(512) 524-0801,http://blacksbbq.com/,"3110 Guadalupe St, Austin, TX 78705",Austin,4.4,3993,Barbecue restaurant,good,ok,ChIJxZAwBIC1RIYRGSnQBuFng7M,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Augusta,Vin,Augusta Vin,info@augustavin.com,(830) 307-1007,https://augustavin.com/,"140 Augusta Vin Ln, Fredericksburg, TX 78624",Fredericksburg,4.8,3991,Winery,good,ok,ChIJoeiqG5DpW4YRSExhCHmVjUI,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Smoke,Skybar,Smoke Skybar,eben@eyebytes.com,(210) 253-9919,http://www.smokedowntown.com/,"1100 E Houston St, San Antonio, TX 78205",San Antonio,4,3981,Barbecue restaurant,good,ok,ChIJZeJqtAb2XIYRhuTbDqHWxG8,61,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Uncle,Dan's Pawn Shop - South Dallas,Uncle Dan's Pawn Shop - South Dallas,info@uncledanspawnshops.com,(972) 228-8524,https://uncledanspawnshops.com/,"8210 S Hampton Rd, Dallas, TX 75232",Dallas,4.9,3955,Pawn shop,good,ok,ChIJ7_szgRWRToYRzfFv-wM9x9M,8,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Lazy,Dog Restaurant & Bar,Lazy Dog Restaurant & Bar,digital@ldeat.com,(682) 276-7300,https://lazydogrestaurants.com/pages/arlington-tx,"241 E Interstate 20, Arlington, TX 76018",Arlington,4.5,3949,American restaurant,good,ok,ChIJD3AjK2FjToYR3Ra0ysCMUS8,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Buddy's,Burger,Buddy's Burger,info@buddysburger.com,(512) 401-3325,http://www.buddysburger.com/,"9001 Cameron Rd Ste 101, Austin, TX 78754",Austin,4.6,3948,Hamburger restaurant,good,ok,ChIJs9UZeXTJRIYRAu66JBuVyII,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Top,Notch Hamburgers,Top Notch Hamburgers,info@topnotchaustin.com,(512) 452-2181,http://www.topnotchaustin.com/,"7525 Burnet Rd, Austin, TX 78757",Austin,4.5,3925,Hamburger restaurant,good,ok,ChIJIfcwh67LRIYRKbJlYCIJcC4,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Radio,Coffee & Beer,Radio Coffee & Beer,info@radiocoffeeandbeer.com,(512) 394-7844,http://radiocoffeeandbeer.com/,"4204 Menchaca Rd, Austin, TX 78704",Austin,4.6,3920,Coffee shop,good,ok,ChIJR55fXzRLW4YRuB1uAbBXcpg,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Musaafer,,Musaafer,reservation@musaaferhouston.com,(713) 242-8087,https://www.musaaferhouston.com/,"Suite C-3500, 5115 Westheimer Rd, Houston, TX 77056",Houston,4.6,3916,Modern Indian restaurant,good,ok,ChIJk3AANG_BQIYRslF9Sn9-03U,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Gus's,World Famous Fried Chicken,Gus's World Famous Fried Chicken,info@gusfriedchicken.com,(832) 740-4022,http://gusfriedchicken.com/houston-texas-location/,"1815 Washington Ave, Houston, TX 77007",Houston,4.5,3898,Chicken restaurant,good,ok,ChIJhaXJxEu_QIYRJTyc91EMOlo,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Exclusive,Furniture,Exclusive Furniture,info@exclusivefurniture.com,(713) 777-0606,https://www.exclusivefurniture.com/,"6900 Southwest Fwy, Houston, TX 77074",Houston,4.7,3894,Furniture store,good,ok,ChIJO-FEPpDCQIYRKDCemE9HKj8,3,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Rodeo,Dental & Orthodontics,Rodeo Dental & Orthodontics,laredog@rodeodental.com,(956) 413-7537,https://www.rodeodental.com/locations/brownsville-southmost-tx/?utm_source=extnet&utm_medium=organic&utm_campaign=brownsville-southmost-extnet,"2950 Southmost Rd Suite 103, Brownsville, TX 78521",Brownsville,5,3892,Pediatric dentist,good,ok,ChIJgSH6eKOVb4YR-TGppheIY5M,8,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Palette,Indian Kitchen,Palette Indian Kitchen,info@paletteindian.com,(281) 362-5999,https://www.paletteindian.com/,"3559 Rayford Rd Suite 200, Spring, TX 77386",Spring,4.8,3887,Indian restaurant,good,ok,ChIJZ4aKEnBKR4YRLsIKcmDAykY,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Burns,Original BBQ,Burns Original BBQ,info@burnsoriginalbbq.com,(346) 869-1402,http://burnsoriginalbbq.com/,"8307 De Priest St, Houston, TX 77088",Houston,4.3,3869,Barbecue restaurant,good,ok,ChIJmbRBT4FGQYYRT6Lf7-if7Lg,1,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
Winspear,Opera House,Winspear Opera House,info@attpac.org,(214) 880-0202,http://www.attpac.org/,"2403 Flora St, Dallas, TX 75201",Dallas,4.8,3867,Opera house,good,ok,ChIJ7W-zeCaZToYRAdGtL_ORMlU,2,smartlead-launch-good-first-500-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-good,smartlead-launch-good-first-500-2026-04-20"
